180005	-87.4032
180005	-86.6048
180005	-85.8078
180005	-85.012
180005	-84.2174
180005	-83.4238
180005	-82.6312
180005	-81.8393
180005	-81.0481
180005	-80.2575
180005	-79.4674
180005	-78.6777
180005	-77.8883
180005	-77.0993
180005	-76.3104
180005	-75.5217
180005	-74.7332
180005	-73.9447
180005	-73.1562
180005	-72.3677
180005	-71.5792
180005	-70.7907
180005	-70.002
180005	-69.2133
180005	-68.4245
180005	-67.6355
180005	-66.8464
180005	-66.0571
180005	-65.2676
180005	-64.478
180005	-63.6882
180005	-62.8982
180005	-62.108
180005	-61.3176
180005	-60.5269
180005	-59.736
180005	-58.9448
180005	-58.1533
180005	-57.3614
180005	-56.5691
180005	-55.7764
180005	-54.9832
180005	-54.1893
180005	-53.3948
180005	-52.5994
180005	-51.803
180005	-51.0055
180005	-50.2066
180005	-49.4059
180005	-48.6033
180005	-48.1942
180005	-48.1863
180005	-48.1753
180005	-48.1609
180005	-48.1429
180005	-48.1211
180005	-48.0953
180005	-48.0653
180005	-48.0308
180005	-47.9917
180005	-47.9477
180005	-47.8988
180005	-47.8447
180005	-47.7852
180005	-47.7203
180005	-47.6497
180005	-47.5734
180005	-47.491
180005	-47.4026
180005	-47.3079
180005	-47.2068
180005	-47.0991
180005	-46.9848
180005	-46.8635
180005	-46.7352
180005	-46.5997
180005	-46.4568
180005	-46.3063
180005	-46.1479
180005	-45.9816
180005	-45.8071
180005	-45.624
180005	-45.4322
180005	-45.2314
180005	-45.0212
180005	-44.8014
180005	-44.5716
180005	-44.3314
180005	-44.0803
180005	-43.8181
180005	-43.544
180005	-43.2578
180005	-42.9586
180005	-42.646
180005	-42.3193
180005	-41.9776
180005	-41.6203
180005	-41.2464
180005	-40.8549
180005	-40.4448
180006	-40.0149
180006	-39.564
180006	-39.0907
180006	-38.5935
180006	-38.0706
180006	-37.5202
180006	-36.9404
180006	-36.3289
180006	-35.6832
180006	-35.0008
180006	-34.2787
180006	-33.5136
180006	-32.7022
180006	-31.8406
180006	-30.9248
180006	-29.9503
180006	-28.9124
180006	-27.8063
180006	-26.6268
180006	-25.3686
180006	-24.0264
180006	-22.5953
180006	-21.0706
180006	-19.4483
180006	-17.7257
180006	-15.9016
180006	-13.9765
180006	-11.9539
180006	-9.84002
180006	-7.64465
180006	-5.38153
180006	-3.06835
180006	-0.726774
180006	1.61812
180006	3.93862
180006	6.20573
180006	8.39073
180006	10.467
180006	12.4116
180006	14.207
180006	15.8415
180006	17.3099
180006	18.6131
180006	19.757
180006	20.7517
180006	21.6101
180006	22.3464
180006	22.9755
180006	23.5118
180006	23.9691
180006	24.3595
180006	24.6942
180006	24.9827
180006	25.2331
180006	25.4523
180006	25.6462
180006	25.8194
180006	25.9759
180006	26.1189
180006	26.251
180006	26.3742
180006	26.4903
180006	26.6007
180006	26.7063
180006	26.8082
180006	26.9069
180006	27.0031
180006	27.0971
180006	27.1893
